code,name,gender,function,country_code,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang,coach,sporting_relatives
1924275,VOLPI Alice,Female,Athlete,ITA,ITA,0,0,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",4/15/92,SIENA,Italy,FRASCATI,Italy,"Ali, Fox (her family name is Italian for foxes)","Spending time outdoors, surfing, watching television series, supporting Italian football club Fiorentina, baking, drawing, painting, playing with her dog",Police athlete,Political Science at the University of Camerino (ITA),"English, Italian",Giovanna Trillini (ITA),"Partner, Daniele Garozzo (fencing), won gold in individual foil at the 2016 Olympic Games and silver in the same event at Tokyo 2020"
1924276,ERRIGO Arianna,Female,Athlete,ITA,ITA,0,0,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",6/6/88,MONZA,Italy,,Italy,TsunAri (a play on the word 'tsunami'),"Reading, dancing, surfing, travelling, drawing, cooking",Police athlete,,Italian,Personal: Luca Simoncelli (ITA) - husband,"Husband, Luca Simoncelli (fencing), two-time world military champion (individual and team foil in 2019)"
1924277,FAVARETTO Martina,Female,Athlete,ITA,ITA,0,0,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",11/15/01,CAMPOSAMPIERO,Italy,,Italy,Martyx,Listening to music (rap and trap),"Police athlete, student","Studies Law at the University of Padova (Treviso, ITA)",Italian,Personal: Mauro Numa (ITA),
1924279,PALUMBO Francesca,Female,Athlete,ITA,ITA,0,0,['Fencing'],"[""Women's Foil Team""]",2/10/94,,,,,,,,,,,
1924287,MARINI Tommaso,Male,Athlete,ITA,ITA,0,0,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",4/17/00,ANCONA,Italy,JESI,Italy,Tommi,"Fashion, spending time with friends, watching movies",Police Athlete,,"English, Italian",Club Scherma Jesi: Maria Elena Proietti Mosca (ITA),
1924289,MACCHI Filippo,Male,Athlete,ITA,ITA,0,0,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",9/19/01,PONTEDERA,Italy,PISA,Italy,Pippo,,"Athlete, policeman",,Italian,National: Stefano Cerioni (ITA),"Grandfather, Carlo Macchi (fencing), founder of the Navacchio Fencing Club, former coach of the national U20 team"
1924290,FOCONI Alessio,Male,Athlete,ITA,ITA,0,0,['Fencing'],"[""Men's Foil Team""]",11/22/89,,,,,,,,,,,
1924291,BIANCHI Guillaume,Male,Athlete,ITA,ITA,0,0,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",7/30/97,ROME,Italy,FRASCATI,Italy,Ghiom,,Police athlete,"Business Administration at Sapienza University (Rome, Italy)","English, French, Italian",National: Stefano Cerioni (ITA),
1924299,di VEROLI Davide,Male,Athlete,ITA,ITA,0,0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",8/18/01,ROME,Italy,ROME,Italy,,"Dancing, riding motorbikes","Police Athlete, Student","Economics at the University of Luiss Guido Carli (Rome, ITA)","English, Italian","Personal: Massimo Ferrarese (ITA), Maria Pia Bulgherini (ITA)","Sister, Aurora Di Veroli (fencing), competed at the 2018 Satellite event in Bratislava, Slovakia. </p><p>Brother, Damiano Di Veroli (fencing), won gold in individual foil and silver in team foil at the 2023 World Junior Championships in Plovdiv, Bulgaria"
1924300,VISMARA Federico,Male,Athlete,ITA,ITA,0,0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",7/10/97,MILAN,Italy,MILAN,Italy,,"Travelling, spending time at the beach","Athlete, police","Graduated with a Master's degree in Economics and Management of Government and International Organisations (2021) from the Bocconi University (Milan, ITA)","Engels, Frans, Italiaans, Spaans",,
1924383,ANNING Amber,Female,Athlete,GBR,GBR,175,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",11/18/00,LONDON,Great Britain,"FAYETTEVILLE, AR",United States,,,"Athlete, student","Advertising and Public Relations at University of Arkansas (Fayetteville, AR, USA)",English,Personal: Christine Harrison-Bloomfield (GBR).<br>University: Chris Johnson (USA),
1924384,ASHER-SMITH Dina,Female,Athlete,GBR,GBR,165,0,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]",12/4/95,FARNBOROUGH,Great Britain,"AUSTIN, TX",United States,Dasher,"Cooking, reading, going to spas, makeup, fashion",Athlete,"History at King's College (London, GBR)",English,"Personal: Edrick Floreal (CAN), since Oct 2023",
1924385,ATKIN Sam,Male,Athlete,GBR,GBR,187,0,['Athletics'],"[""Men's 5000m""]",3/14/93,GRIMSBY,Great Britain,"DENVER, CO",United States,,,"Athlete, coach","Completed a Bachelor's degree in Sports Administration and Business Management at Lewis-Clark State College in Lewiston, ID, USA in 2016. Graduated with a master's degree in Business Administration from Western Governors University in Salt Lake City, UT, USA, in 2019",English,Personal: Michael Collins (USA),
1924392,BIRD Elizabeth,Female,Athlete,GBR,GBR,167,0,['Athletics'],"[""Women's 3000m Steeplechase""]",10/4/94,MANILA,Philippines,"BOULDER, CO",United States,Lizzie,,Athlete,"Law at University of Colorado (Boulder, CO, USA). International Studies, Public Affairs at University of San Francisco (San Francisco, CA, USA) and Princeton University (Princeton, NJ, USA)","English, French",Personal: Pat McCurry (USA),"Partner, William Bertrand (athletics), 5000m personal best 14:10.68 indoors in 2017"
1924395,BRADSHAW Holly,Female,Athlete,GBR,GBR,175,0,['Athletics'],"[""Women's Pole Vault""]",11/2/91,PRESTON,Great Britain,LOUGHBOROUGH,Great Britain,,,Athlete,Sports Psychology at Loughborough University (GBR). <br>Sports Science at Manchester Metropolitan University (GBR),English,"Personal: Scott Simpson (GBR), since 2013","Husband, Paul Bradshaw (athletics), represented Great Britain at the 2009 European Junior Championships in 800m"
1924399,BURGIN Max,Male,Athlete,GBR,GBR,190,0,['Athletics'],"[""Men's 800m""]",5/20/02,HALIFAX,Great Britain,HALIFAX,Great Britain,,,Athlete,"History, University of Leeds (GBR)",English,"Personal: Ian Burgin (father, GBR)",
1924401,CAIRESS Emile,Male,Athlete,GBR,GBR,180,0,['Athletics'],"[""Men's Marathon""]",12/27/97,BRADFORD,Great Britain,SHIPLEY,Great Britain,,Despite being a Yorkshireman he supports Arsenal Football Club,Athlete,"St Mary's University (London, GBR)",English,Personal: Renato Canova (ITA),
1924403,CAUDERY Molly,Female,Athlete,GBR,GBR,175,0,['Athletics'],"[""Women's Pole Vault""]",3/17/00,TRURO,Great Britain,REDRUTH,Great Britain,,"Baking, surfing",Athlete,"Kinesiology at University Of Miami (Miami, FL, USA) / Loughborough University (GBR)",English,Personal: Scott Simpson (GBR),"Boyfriend, high jumper Joel Clarke-Khan, represented Great Britain at the 2022 World Championships"
1924404,CHALMERS Alastair,Male,Athlete,GBR,GBR,188,0,['Athletics'],"[""Men's 400m Hurdles""]",3/31/00,GUERNSEY,Great Britain,ST. PETER PORT,Great Britain,,,Athlete,,English,Personal: Matt Elias (GBR),
1924406,DAVEY Lewis,Male,Athlete,GBR,GBR,188,0,['Athletics'],['4 x 400m Relay Mixed'],10/24/00,,,,,,,Athlete,,English,,
1924408,DEVER Patrick,Male,Athlete,GBR,GBR,175,0,['Athletics'],"[""Men's 5000m""]",9/5/96,PRESTON,Great Britain,"TULSA, OK",United States,,,Athlete,"Accounting at University of Tulsa (Tulsa, OK, USA) / Loughborough University (GBR)",English,Personal: Alistair Cragg (RSA),
1924409,DOBSON Charles,Male,Athlete,GBR,GBR,183,0,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",10/20/99,COLCHESTER,Great Britain,,,Ginger ninja,,Athlete,Graduated in 2023 with a degree in Aeronautical Engineering from Loughborough University (GBR),English,Personal: Benke Blomkvist (SWE),
1924411,EFOLOKO Jona,Male,Alternate Athlete,GBR,GBR,178,0,['Athletics'],"[""Men's 4 x 100m Relay""]",9/23/99,,,,,,,,,,,
1924413,EVANS Clara,Female,Athlete,GBR,,158,,['Athletics'],"[""Women's Marathon""]",11/27/93,,,,,,,,,,,
1924416,FINCHAM-DUKES Jacob,Male,Athlete,GBR,GBR,188,0,['Athletics'],"[""Men's Long Jump""]",1/12/97,HARROGATE,Great Britain,"ARLINGTON, TX",United States,,,Athlete,"Studied Business Administration at Oklahoma State University (Stillwater, OK, USA)",English,Personal: Matt Barton (GBR),
1924420,GILES Elliot,Male,Athlete,GBR,GBR,183,0,['Athletics'],"[""Men's 800m""]",5/26/94,BIRMINGHAM,Great Britain,BRIGHTON,Great Britain,,,Athlete,"St Mary's University, London (GBR)",English,"Personal: Jon Bigg (GBR), since 2017",
1924422,GOURLEY Neil,Male,Athlete,GBR,GBR,188,0,['Athletics'],"[""Men's 1500m""]",2/7/95,GLASGOW,Great Britain,"FLAGSTAFF, AZ",United States,,,Athlete,"Mechanical Engineering at Virginia Tech University (Blacksburg, Virginia, USA)",English,Personal: Stephen Haas (USA),
1924425,HARVEY Rose,Female,Athlete,GBR,GBR,170,0,['Athletics'],"[""Women's Marathon""]",8/25/92,,,,,,,"Athlete, lawyer, podcaster","Law at University of Birmingham (GBR) and University of Law Moorgate (London, GBR)",English,Personal: Alistair Cragg (IRL) and Amy Cragg (USA),
1924426,HAYDOCK-WILSON Alex,Male,Athlete,GBR,GBR,185,0,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",7/28/99,,,,,,,"Athlete, student","Bachelor of Engineering degree in Materials Engineering from Loughborough University (Loughborough, GBR). <br>PhD Student at the Centre for Renewable Energy Systems Technology (Loughborough, GBR)",English,,
1924429,HODGKINSON Keely,Female,Athlete,GBR,GBR,170,0,['Athletics'],"[""Women's 800m""]",3/3/02,WIGAN,Great Britain,MANCHESTER,Great Britain,,"Has a strong interest in fashion. “I like playing around with fashion and dressing up, even if I’m only out until 11pm because I’ve got training the next day.” (vogue.co.uk, 9 Aug 2023)</p><p>Is learning to play the piano",Athlete,Criminology at Leeds Beckett University (GBR),English,"Personal: Trevor Painter (GBR), Jenny Meadows (GBR)",
1924430,HUDSON-SMITH Matthew,Male,Athlete,GBR,GBR,187,0,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",10/26/94,WOLVERHAMPTON,Great Britain,"CLERMONT, FL",United States,MHS,,Athlete,Advanced apprenticeship in Sporting Excellence at Loughborough College (GBR). Physical Education and Sports Coaching at University of Worcester St John's Campus (GBR),English,Personal: Gary Evans (USA),
1924431,HUGHES Zharnel,Male,Athlete,GBR,GBR,193,0,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay""]",7/13/95,THE VALLEY,Anguilla,KINGSTON,Jamaica,Swift. Captain (given to him by Jamaican sprinter Usain Bolt because of his ambition to become a pilot),"Piloting aircraft, video games, watching football, supporting English football team Manchester United",Athlete,,English,Personal: Glen Mills (JAM),
1924432,HUNT Amy,Female,Athlete,GBR,GBR,178,0,['Athletics'],"[""Women's 4 x 100m Relay""]",5/15/02,,,,,,,Athlete,Studied at the University of Birmingham (GBR),English,,
1924437,JOHN Yemi Mary,Female,Athlete,GBR,GBR,163,0,['Athletics'],"[""Women's 4 x 400m Relay""]",5/3/03,,,,,,,"Athlete, student","Student at the University of Southern California (Los Angeles, CA, USA)",English,,
1924439,AZU Jeremiah,Male,Athlete,GBR,GBR,173,0,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",5/15/01,ROTTERDAM,Netherlands,CARDIFF,Great Britain,,,Athlete,"Sports Conditioning, Cardiff Metropolitan University (GBR)",English,Personal: Marco Airale (ITA),
1924440,KERR Josh,Male,Athlete,GBR,GBR,187,0,['Athletics'],"[""Men's 1500m""]",10/8/97,EDINBURGH,Great Britain,"ALBUQUERQUE, NM",United States,,,Athlete,"Exercise Science at University of New Mexico (Albuquerque, NM, USA)","English, Spanish",Personal: Danny Mackey (USA),"Brother, Jake (rugby), has represented Scotland, Leicester Tigers and Bristol Bears"
1924442,KILTY Richard,Male,Athlete,GBR,GBR,183,0,['Athletics'],"[""Men's 4 x 100m Relay""]",9/2/89,STOCKTON-ON-TEES,Great Britain,STOCKTON-ON-TEES,Great Britain,The Teeside Tornado,,Athlete,Studied Sports Science at Loughborough University (GBR),English,Personal: Benke Blomkvist (SWE),"Wife, Dovile, is making her Olympic debut for Lithuania in the triple jump at Paris 2024, having competed at four world championships (2015, 2017, 2019, 2023)"
1924444,KNIGHT Jessie,Female,Athlete,GBR,GBR,170,0,['Athletics'],"[""Women's 400m Hurdles""]",6/15/94,EPSOM,Great Britain,EPSOM,Great Britain,,,"Athlete, teacher",,English,"Personal: Marina Armstrong (GBR), since 2019",
1924445,LAKE Morgan,Female,Athlete,GBR,GBR,178,0,['Athletics'],"[""Women's High Jump""]",5/12/97,MILTON KEYNES,Great Britain,CAMBERLEY,Great Britain,,Listening to music,"Athlete, student",Psychology at Loughborough University (GBR),English,Personal: Robbie Grabarz (GBR),
1924446,LANSIQUOT Imani,Female,Athlete,GBR,GBR,171,0,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",12/17/97,LONDON,Great Britain,LONDON,Great Britain,,"Going to the cinema, reading",Athlete,"Psychology at King's College (London, GBR)",English,Personal: Ryan Freckleton (GBR),
1924447,LINCOLN Scott,Male,Athlete,GBR,GBR,191,0,['Athletics'],"[""Men's Shot Put""]",5/7/93,NORTHALLERTON,Great Britain,NORTHALLERTON,Great Britain,,"Cycling, speedway, supporting American football team the Green Bay Packers, MotoGP, rugby",Athlete,,English,"Personal: Paul Wilson (GBR), since 2007",
1924451,McCOLGAN Eilish,Female,Athlete,GBR,GBR,175,0,['Athletics'],"[""Women's 10,000m""]",11/25/90,DUNDEE,Great Britain,,,,,"Athlete, coach","Accounting, Mathematics at University of Dundee (GBR)",English,"Personal: Liz Nuttall (GBR), her mother. Michael Rimmer (GBR), her partner","Mother, Liz Nuttall, previously McColgan (athletics), 1988 Olympic 10,000m silver medallist, 1991 10,000m world champion, two-time Commonwealth Games champion. </p><p>Partner, Michael Rimmer (athletics), 2010 European Championships 800m silver medallist. </p><p>Father, Peter McColgan (athletics), distance runner, represented Great Britain at the 1991 World Championships and 1983/1987 World Cross Country Championships"
1924455,MILLS George,Male,Athlete,GBR,GBR,182,0,['Athletics'],"[""Men's 1500m"", ""Men's 5000m""]",5/12/99,HARROGATE,Great Britain,STEYNING,Great Britain,,,Athlete,Sport and Exercise Science at Brighton University (GBR),English,"Personal: Thomas Dreissigacker (GER), since 2022","Father, Danny Mills (football), Played 19 times for England including at the 2002 World Cup. Played for Norwich City, Charlton Athletic, Leeds United and Manchester City.</p><p>Younger brother, Stanley Mills (football), started with Leeds and has been with Everton since 2018. Had a loan spell at Oxford in 2023/24"
1924456,MITCHAM Rio,Male,Alternate Athlete,GBR,GBR,188,0,['Athletics'],"[""Men's 4 x 400m Relay""]",8/30/99,,,,,,,,,,,
1924457,MITCHELL-BLAKE Nethaneel,Male,Athlete,GBR,GBR,187,0,['Athletics'],"[""Men's 4 x 100m Relay""]",4/2/94,NEWHAM,Great Britain,"ORLANDO, FL",United States,British (given to him by friends in Jamaica),"Supporting English football team Arsenal, watching gangster films",Athlete,"Studied Finance and International Trade at Louisiana State University (Baton Rouge, LA, USA)",English,Personal: Lance Brauman (USA),
1924459,MUIR Laura,Female,Athlete,GBR,GBR,161,0,['Athletics'],"[""Women's 1500m""]",5/9/93,INVERNESS,Great Britain,GLASGOW,Great Britain,,,Athlete,Veterinary Science at University of Glasgow (GBR),English,Personal: Jon Bigg (GBR),"Younger brother, Rory (athletics), middle-distance runner"
1924460,NEITA Daryll,Female,Athlete,GBR,GBR,157,0,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]",8/29/96,LONDON,Great Britain,,,,"Spending time with friends, shopping",Athlete,"Fashion Design at Oaklands College (St Albans, GBR)",English,Personal: Marco Airale (ITA),
1924463,NIELSEN Lina,Female,Athlete,GBR,GBR,175,0,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",3/13/96,LONDON,Great Britain,LONDON,Great Britain,,Cooking,"Athlete, yoga instructor",Studied Chemistry and Science at King's College London (GBR),English,Personal: Tony Lester (GBR),"Twin sister, Laviai (athletics), 2020 Olympic 4x400m relay finalist (fifth), four-time world championships medallist"
1924464,NIELSEN Laviai,Female,Athlete,GBR,GBR,171,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",3/13/96,LONDON,Great Britain,LONDON,Great Britain,,,"Athlete, model",Studied Geography at King's College London (GBR),English,Personal: Tony Lester (GBR),
1924467,O'DOWDA Jade,Female,Athlete,GBR,GBR,176,0,['Athletics'],"[""Women's Heptathlon""]",9/9/99,OXFORD,Great Britain,KIDLINGTON,Great Britain,,,Athlete,Human Geography at Sheffield Hallam University (GBR),English,Personal: John Lane (GBR),"Older brother, Callum O'Dowda (football), has played for Republic of Ireland since 2016, qualifying through his grandfather. Joined Cardiff City in 2022 after spells at Oxford United and Bristol City"
1924470,OHURUOGU Victoria,Female,Athlete,GBR,GBR,167,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",2/28/93,,Great Britain,,,,She is also a sculptor,Athlete,,English,"Personal: Christine Ohuruogu (GBR), her sister","Older sister, Christine (athletics), four-time Olympic medallist (one gold, one silver, two bronze), eight-time world championship medallist (two gold, two silver, four bronze) - all in 400m and 4x400m relay. Set a British record 49.41 seconds winning the 400m at the 2013 World Championships"
1924471,OJORA Tade,Male,Athlete,GBR,GBR,182,0,['Athletics'],"[""Men's 110m Hurdles""]",10/14/99,LAGOS,Nigeria,"LOS ANGELES, CA",United States,,,Athlete,"Communications at University of Southern California (Los Angeles, CA, USA)",English,Personal: Joanna Hayes (USA),"Younger sister Temi (athletics), 2021 European U20 Championships triple jump finalist (fourth), 2023 NCAA Championships - sixth, 2024 NCAA Indoor Championships - eighth"
1924472,OKOYE Lawrence,Male,Athlete,GBR,GBR,198,0,['Athletics'],"[""Men's Discus Throw""]",10/6/91,CROYDON,Great Britain,CROYDON,Great Britain,,,Athlete,,English,Personal: John Hillier (GBR),His father played American football for University of Nebraska
1924474,PERCY Nicholas,Male,Athlete,GBR,GBR,189,0,['Athletics'],"[""Men's Discus Throw""]",12/5/94,GLASGOW,Great Britain,"BONCHURCH, ISLE OF WIGHT",Great Britain,,,Athlete,"Bachelor's in Nutrition and Health Sciences at University of Nebraska (Lincoln, NE, USA)",English,Personal: Zane Duquemin (GBR),
1924478,PRATT Aimee,Female,Athlete,GBR,GBR,168,0,['Athletics'],"[""Women's 3000m Steeplechase""]",10/3/97,MANCHESTER,Great Britain,MANCHESTER,Great Britain,,,Athlete,"She began studying Biology at Adams State University in Alamosa, CO, USA in 2015, before enrolling at Manchester Metropolitan University in England to study Pharmaceutical Chemistry, and then the University of Manchester in England to study Anatomical Science",English,Personal: Thomas Dreissigacker (GER),
